&
B_ C.23_C 58.6425 167.799
3.1 1.21249 0.556171 10.0042
3.3 0 6.12888 13.1749
3.5 0 8.80633 17.1062
3.7 0 15.1645 22.0467
3.95 0 36.0812 43.9631
4.25 0 40.8823 60.97
4.55 0 41.6467 76.1809
4.85 0 51.2978 93.1158
&
C.31p_ N.pl33 62.6397 149.934
1.55 7.70852 0 0.0158725
1.65 7.70852 0 0.0448201
1.75 7.70852 0 0.0877427
1.85 7.70852 0 0.144693
1.95 7.70852 0 0.215351
2.05 7.70852 0 0.297005
2.15 7.70852 0 0.390725
2.25 7.70852 0 0.495528
2.35 1.84696 0.00124224 0.612384
2.45 0.499846 0.00372671 0.745037
2.55 2.25083 0.00124224 0.891138
2.65 2.57168 0.00124224 1.0519
2.75 1.98339 0.00248447 1.23859
2.9 3.54787 0.00124224 3.12788
3.1 0.612186 0.24927 4.17859
3.3 0.911838 0.182323 5.50291
3.5 1.35002 0.214208 7.14493
3.7 0.502611 1.00366 9.2085
3.95 0.50517 2.70014 18.3626
4.25 0.354566 7.9917 25.4661
4.55 0.0613425 22.6192 31.8194
4.85 0.171435 27.6681 38.8928
&
C.31p_ O.21_O 3356.92 4497.56
1.55 17.4094 0 0.475835
1.65 17.4094 0 1.34417
1.75 17.4094 0 2.63172
1.85 17.4094 0 4.34004
1.95 2.35342 0.00185703 6.45956
2.05 1.64588 0.00277393 8.90892
2.15 1.63049 0.00986543 11.7202
2.25 1.67704 0.0167095 14.864
2.35 1.18079 0.0120844 18.3693
2.45 1.02156 2.03583 22.3485
2.55 0.903946 1.98933 26.7311
2.65 0.555997 2.80808 31.5534
2.75 0.629498 5.52421 37.1535
2.9 0.122971 42.8054 93.8264
3.1 -0.335567 175.323 125.344
3.3 -0.539026 356.369 165.07
3.5 -0.392021 353.988 214.325
3.7 -0.226846 352.62 276.226
3.95 -0.00223812 552.054 550.82
4.25 0.125276 453.232 763.902
4.55 0.227211 468.86 954.482
4.85 0.214706 589.272 1166.66
&
C.31p_ O.21_nq 503.614 566.404
1.55 11.4731 0 0.0599335
1.65 11.4731 0 0.169288
1.75 11.4731 0 0.331436
1.85 11.4731 0 0.546576
1.95 11.4731 0 0.8135
2.05 11.4731 0 1.12196
2.15 1.4325 0.05 1.47601
2.25 11.4731 0 1.87192
2.35 0.782765 0.0714286 2.31337
2.45 1.26686 0.090786 2.81449
2.55 0.829777 0.125075 3.36641
2.65 0.378812 1.64167 3.97372
2.75 1.30107 0.159023 4.67897
2.9 0 11.4296 11.8161
3.1 -0.485692 28.953 15.7854
3.3 -0.607337 57.0917 20.7882
3.5 -0.503211 53.786 26.9913
3.7 -0.387764 55.0619 34.7868
3.95 0 61.6011 69.3681
4.25 0 73.9753 96.2027
4.55 0.0764143 80.2779 120.204
4.85 0.137017 79.3001 146.925
&
C.31p_ O.31_st 583.138 991.286
1.55 13.1398 0 0.104884
1.65 13.1398 0 0.296271
1.75 13.1398 0 0.580052
1.85 13.1398 0 0.956576
1.95 0.899955 0.5 1.42373
2.05 13.1398 0 1.96358
2.15 13.1398 0 2.58321
2.25 0.410923 0.5 3.27611
2.35 0.936305 1.00552 4.0487
2.45 2.58107 0.250174 4.92573
2.55 0.822783 1.01158 5.89168
2.65 0.578577 0.271379 6.95455
2.75 0.37691 1.98763 8.18884
2.9 0.135611 10.2766 20.6798
3.1 -0.234482 37.2993 27.6266
3.3 -0.557027 70.5763 36.3823
3.5 -0.39588 76.2898 47.2385
3.7 -0.000874469 60.935 60.8817
3.95 0.120781 72.219 121.404
4.25 0.331385 61.2177 168.368
4.55 0.320415 79.5837 210.373
4.85 0.216362 109.214 257.139
&
C.31p_ O.31_y 756.982 679.257
1.55 12.3043 0 0.0718729
1.65 12.3043 0 0.203016
1.75 12.3043 0 0.397471
1.85 12.3043 0 0.655476
1.95 12.3043 0 0.975584
2.05 12.3043 0 1.34551
2.15 0.843946 0.5 1.77009
2.25 2.90536 0.00174216 2.24489
2.35 2.94482 0.00174216 2.77429
2.45 2.69862 0.00487128 3.37526
2.55 0.386494 1.06402 4.03715
2.65 1.34813 0.256736 4.76545
2.75 2.05683 0.165535 5.61123
2.9 0.112811 5.99042 14.1704
3.1 -0.346547 27.0059 18.9305
3.3 -0.480411 66.0198 24.9302
3.5 -0.475515 84.3536 32.3692
3.7 -0.473268 99.3955 41.7179
3.95 -0.222831 122.832 83.1893
4.25 0.00631172 113.41 115.371
4.55 0.0229849 120.855 144.154
4.85 0.114352 115.125 176.199
&
C.31p_ O.co21 1611.48 1944.03
1.55 14.9441 0 0.205682
1.65 14.9441 0 0.581014
1.75 14.9441 0 1.13754
1.85 14.9441 0 1.87595
1.95 3.34766 0.000313381 2.7921
2.05 3.49199 0.00170034 3.85082
2.15 1.29924 0.0541752 5.06599
2.25 1.30074 0.774428 6.42485
2.35 0.65603 1.25031 7.94
2.45 1.89273 0.0562726 9.65997
2.55 0.782369 1.04888 11.5543
2.65 0.173985 2.38256 13.6387
2.75 0.371746 4.25013 16.0593
2.9 0.0667066 21.9827 40.5557
3.1 -0.366272 89.4719 54.1791
3.3 -0.430999 152.141 71.3502
3.5 -0.326087 169.954 92.6405
3.7 -0.273547 156.961 119.397
3.95 -0.0259255 244.341 238.088
4.25 0 239.506 330.191
4.55 0.102035 250.524 412.567
4.85 0.148638 276.78 504.281
&
C.31p_ S.31 173.25 245.669
1.55 9.05676 0 0.0260009
1.65 9.05676 0 0.0734319
1.75 9.05676 0 0.143761
1.85 9.05676 0 0.237074
1.95 9.05676 0 0.352849
2.05 9.05676 0 0.48664
2.15 9.05676 0 0.640202
2.25 9.05676 0 0.811922
2.35 9.05676 0 1.00339
2.45 9.05676 0 1.22075
2.55 9.05676 0 1.46013
2.65 9.05676 0 1.72354
2.75 2.77621 0.00174216 2.02944
2.9 0.519102 0.710006 5.12506
3.1 0.00680709 2.01042 6.84666
3.3 0 6.95192 9.01658
3.5 -0.153038 13.6432 11.7071
3.7 -0.146304 21.0477 15.0882
3.95 0 28.3976 30.0873
4.25 0 28.5799 41.7264
4.55 0.110332 34.2523 52.1364
4.85 0.209523 37.6551 63.7263
&
C.31p_ S.32 334.105 355.387
1.55 10.2023 0 0.0376086
1.65 10.2023 0 0.106223
1.75 10.2023 0 0.207962
1.85 10.2023 0 0.34295
1.95 10.2023 0 0.51043
2.05 10.2023 0 0.703973
2.15 10.2023 0 0.926117
2.25 10.2023 0 1.17453
2.35 10.2023 0 1.45151
2.45 10.2023 0 1.76594
2.55 2.05878 0.25 2.11224
2.65 10.2023 0 2.49329
2.75 0.754343 1 2.9358
2.9 0.425407 0.549153 7.41396
3.1 1.02695 1.01316 9.90444
3.3 0.0117982 4.0232 13.0435
3.5 0 16.4805 16.9355
3.7 -0.277186 28.7986 21.8268
3.95 -0.534239 92.7587 43.5246
4.25 0 59.2169 60.3619
4.55 0 69.3655 75.4211
4.85 0.0762234 60.6488 92.187
&
C.31p_ c.33 478.734 851.271
1.55 12.6312 0 0.0900713
1.65 12.6312 0 0.254425
1.75 12.6312 0 0.498123
1.85 12.6312 0 0.821465
1.95 12.6312 0 1.22264
2.05 12.6312 0 1.68624
2.15 12.6312 0 2.21835
2.25 1.16829 0.000174034 2.81337
2.35 12.6312 0 3.47684
2.45 0 0.000313381 4.22999
2.55 1.80391 0.000174034 5.0595
2.65 12.6312 0 5.97224
2.75 3.28105 0.000174034 7.0322
2.9 0.265193 0.0753307 17.7589
3.1 0.524765 0.625348 23.7244
3.3 0.819535 1.65467 31.2434
3.5 0.516964 5.97367 40.5662
3.7 0.0619753 21.1915 52.2824
3.95 0.130159 42.4827 104.256
4.25 0 83.3866 144.587
4.55 0 135.697 180.659
4.85 0 187.646 220.819
&
C.32n_ C.23_C 12510.6 20248.5
1.55 21.6857 0 0.0174942
1.65 21.6857 0 0.121329
1.75 21.6857 0 0.533036
1.85 21.6857 0 1.75763
1.95 21.6857 0 4.3914
2.05 21.6857 0 8.70931
2.15 21.6857 0 14.7516
2.25 21.6857 0 22.5941
2.35 21.6857 0 32.2493
2.45 2.72571 0.00158983 44.1424
2.55 2.29956 0.0008285 58.4885
2.65 2.44745 0.00325093 74.9537
2.75 1.3568 0.5 94.8721
2.9 1.68933 2.7184 262.952
3.1 1.1954 8.94294 390.226
3.3 0.812595 40.4084 562.772
3.5 0.397489 175.498 791.469
3.7 0.287412 389.932 1090.99
3.95 0.0433116 1395.99 2361.49
4.25 0.0391254 2453.89 3441.5
4.55 0.0586515 3663.97 4853.23
4.85 0.0585166 4378.72 6136.33
&
C.32n_ C.23_de 3165.95 4000.15
1.55 17.0001 0 0.00346404
1.65 17.0001 0 0.0239768
1.75 17.0001 0 0.10531
1.85 17.0001 0 0.347232
1.95 17.0001 0 0.86754
2.05 17.0001 0 1.72055
2.15 17.0001 0 2.91423
2.25 17.0001 0 4.46354
2.35 2.36276 0.00135001 6.37092
2.45 17.0001 0 8.72045
2.55 17.0001 0 11.5546
2.65 5.17195 0.000156691 14.8073
2.75 5.09622 0.000156691 18.7422
2.9 2.01316 1.20708 51.9467
3.1 0.570305 5.61669 77.09
3.3 0.560796 17.3735 111.177
3.5 0.13538 70.1233 156.357
3.7 0.110928 151.433 215.527
3.95 -0.0320071 481.691 466.518
4.25 -0.0438001 710.317 679.877
4.55 0.0716698 863.38 958.767
4.85 0.0828423 864.802 1212.25
&
C.32n_ C.23_nq 1999.8 2477.69
1.55 15.7185 0 0.00214943
1.65 15.7185 0 0.014855
1.75 15.7185 0 0.065233
1.85 15.7185 0 0.215079
1.95 15.7185 0 0.537358
2.05 15.7185 0 1.06571
2.15 15.7185 0 1.80507
2.25 15.7185 0 2.76471
2.35 15.7185 0 3.94615
2.45 15.7185 0 5.40144
2.55 15.7185 0 7.15689
2.65 0.116316 0.25 9.17163
2.75 1.3463 0.00119332 11.6089
2.9 2.16443 0.13298 32.1758
3.1 1.16444 3.07898 47.7495
3.3 0.412351 11.8723 68.8629
3.5 0.276957 44.0944 96.8472
3.7 0.186989 98.9837 133.498
3.95 0.000807688 254.774 288.961
4.25 -0.0364324 442.728 421.115
4.55 0 531.782 593.859
4.85 0.0647106 612.103 750.864
&
C.32n_ C.23_r 879.409 1742.66
1.55 14.6916 0 0.00151475
1.65 14.6916 0 0.0104511
1.75 14.6916 0 0.045884
1.85 14.6916 0 0.151277
1.95 14.6916 0 0.377948
2.05 14.6916 0 0.749561
2.15 14.6916 0 1.26958
2.25 14.6916 0 1.94454
2.35 14.6916 0 2.77549
2.45 14.6916 0 3.79905
2.55 14.6916 0 5.03373
2.65 14.6916 0 6.45078
2.75 14.6916 0 8.16502
2.9 0.666013 1.00292 22.6305
3.1 1.63109 0.582215 33.5841
3.3 0.838527 2.84491 48.4341
3.5 0 30.8373 68.1165
3.7 0 50.0036 93.8942
3.95 0 140.9 203.238
4.25 0 171.035 296.187
4.55 0.0354579 220.575 417.685
4.85 0.0888746 261.628 528.113
&
C.32n_ C.31 30046 23606.7
1.55 22.7472 0 0.0203938
1.65 22.7472 0 0.141449
1.75 22.7472 0 0.621435
1.85 22.7472 0 2.04912
1.95 0 0.00292234 5.1197
2.05 1.47357 0.20135 10.1537
2.15 3.22243 0.00157233 17.1981
2.25 1.47048 0.00238663 26.3413
2.35 3.36633 0.00119332 37.5976
2.45 3.01239 0.0208474 51.4632
2.55 2.05375 0.0837193 68.1886
2.65 1.8403 0.200567 87.3844
2.75 1.10854 2.66761 110.606
2.9 0.901885 13.6747 306.561
3.1 0.560219 54.1307 454.943
3.3 0.344097 216.786 656.105
3.5 0 836.008 922.73
3.7 -0.316075 2103.24 1271.92
3.95 -0.355352 5032.73 2753.13
4.25 -0.296818 6509.12 4012.26
4.55 -0.171769 7341.02 5658.11
4.85 -0.0899621 7936.08 7154.01
&
C.32n_ C.32 22223.9 30353.7
1.55 22.7891 0 0.0262198
1.65 22.7891 0 0.181874
1.75 22.7891 0 0.799045
1.85 22.7891 0 2.63478
1.95 0.641488 0.00135001 6.58296
2.05 1.76857 0.00135001 13.0557
2.15 0.709422 0.00135001 22.1135
2.25 1.43702 0.00869565 33.8699
2.35 4.39954 0.000313381 48.3434
2.45 1.47994 0.0549473 66.172
2.55 0.568125 0.507932 87.6776
2.65 1.65154 0.0618831 112.36
2.75 0.816009 1.97823 142.219
2.9 1.07867 10.1801 394.179
3.1 0.785089 28.1136 584.97
3.3 0.438697 115.35 843.627
3.5 0.0589973 422.63 1186.46
3.7 0 1055.34 1635.45
3.95 0 3063.51 3540.01
4.25 0 4465.87 5159
4.55 0 5787.93 7275.26
4.85 0 7272.37 9198.7
&
C.32n_ C.32_g_CA 3635.77 3880.64
1.55 16.9615 0 0.00336085
1.65 16.9615 0 0.0232608
1.75 16.9615 0 0.102164
1.85 16.9615 0 0.336858
1.95 16.9615 0 0.841622
2.05 16.9615 0 1.66915
2.15 16.9615 0 2.82716
2.25 16.9615 0 4.33018
2.35 16.9615 0 6.18058
2.45 16.9615 0 8.45991
2.55 16.9615 0 11.2094
2.65 16.9615 0 14.3649
2.75 0.725762 0.833333 18.1823
2.9 0.897799 0.818469 50.3948
3.1 0.435355 6.30616 74.7868
3.3 0.210806 24.1064 107.855
3.5 0 128.78 151.685
3.7 -0.240264 265.873 209.088
3.95 -0.222391 565.3 452.58
4.25 -0.0845976 717.79 659.564
4.55 0 914.065 930.122
4.85 0 1011.9 1176.03
&
C.32n_ C.33 3955.89 5869.04
1.55 18.1963 0 0.00507779
1.65 18.1963 0 0.0351743
1.75 18.1963 0 0.154508
1.85 18.1963 0 0.509457
1.95 18.1963 0 1.27286
2.05 18.1963 0 2.5244
2.15 18.1963 0 4.27577
2.25 18.1963 0 6.54893
2.35 18.1963 0 9.34746
2.45 18.1963 0 12.7947
2.55 18.1963 0 16.9529
2.65 1.66153 0.00119332 21.7254
2.75 18.1963 0 27.4987
2.9 1.32584 0.205416 76.2166
3.1 2.49875 0.562011 113.107
3.3 1.177 3.07186 163.12
3.5 0.678939 23.4026 229.407
3.7 0.462212 87.215 316.223
3.95 0.342232 311.6 684.479
4.25 0.14439 613.614 997.52
4.55 0.104863 1177.27 1406.71
4.85 0 1738.95 1778.62
&
C.32n_ C.33_CA 10093.8 18674.3
1.55 21.5001 0 0.0161349
1.65 21.5001 0 0.111897
1.75 21.5001 0 0.491596
1.85 21.5001 0 1.62099
1.95 21.5001 0 4.05
2.05 21.5001 0 8.03221
2.15 21.5001 0 13.6048
2.25 2.3416 0.00119332 20.8376
2.35 21.5001 0 29.7421
2.45 3.91099 0.00119332 40.7106
2.55 21.5001 0 53.9414
2.65 3.51737 0.00216402 69.1265
2.75 1.29211 0.264351 87.4964
2.9 1.22664 2.02899 242.509
3.1 1.37118 2.94346 359.888
3.3 0.968076 16.5524 519.02
3.5 0.47197 70.1914 729.937
3.7 0.163865 265.087 1006.17
3.95 0.0174571 1043.93 2177.9
4.25 0.0421447 1778.75 3173.94
4.55 0.0235875 2763.35 4475.92
4.85 0.0127474 4150.68 5659.26
&
C.32n_ C.ar2 39439 26408.7
1.55 23.5721 0 0.0228133
1.65 23.5721 0 0.158237
1.75 23.5721 0 0.695195
1.85 23.5721 0 2.29234
1.95 0 0.0059103 5.72738
2.05 0 0.00558958 11.3589
2.15 0.188526 0.0059103 19.2394
2.25 0 0.245148 29.4678
2.35 2.11741 0.2 42.0603
2.45 1.12209 0.00689734 57.5716
2.55 1.17636 0.0417813 76.2822
2.65 1.87477 0.199727 97.7565
2.75 0.971487 0.154689 123.735
2.9 1.11151 9.39085 342.948
3.1 0.816807 51.686 508.942
3.3 0.261921 348.241 733.981
3.5 0 1255.5 1032.25
3.7 -0.186468 2907.68 1422.9
3.95 -0.21227 6499.92 3079.91
4.25 -0.182928 8150.4 4488.49
4.55 -0.0955391 9433.27 6329.7
4.85 -0.0470544 10782.1 8003.15
&
C.32n_ C.ar2_h 3770.98 3812.01
1.55 16.9015 0 0.00330158
1.65 16.9015 0 0.0228496
1.75 16.9015 0 0.100358
1.85 16.9015 0 0.330901
1.95 16.9015 0 0.826737
2.05 16.9015 0 1.63963
2.15 0.33011 0.131407 2.77716
2.25 1.41553 0.000783453 4.2536
2.35 1.12932 0.125313 6.07128
2.45 1.07968 0.340279 8.31029
2.55 2.26205 0.000783453 11.0111
2.65 3.37557 0.000626763 14.1108
2.75 1.81971 0.00780239 17.8607
2.9 1.6272 0.614029 49.5035
3.1 0.670685 14.3094 73.4642
3.3 0.277038 45.2524 105.948
3.5 -0.0743326 176.755 149.003
3.7 -0.163147 268.867 205.39
3.95 -0.163165 596.657 444.576
4.25 -0.0714068 743.299 647.9
4.55 0.000518728 896.213 913.672
4.85 0.0122662 1028.41 1155.23
&
C.32n_ C.ar3 9029 7795.57
1.55 19.2412 0 0.00674131
1.65 19.2412 0 0.046717
1.75 19.2412 0 0.205222
1.85 19.2412 0 0.676684
1.95 19.2412 0 1.69067
2.05 19.2412 0 3.35304
2.15 19.2412 0 5.6793
2.25 19.2412 0 8.69862
2.35 19.2412 0 12.4158
2.45 2.38865 0.125 16.9946
2.55 19.2412 0 22.5178
2.65 19.2412 0 28.8567
2.75 0 0.382896 36.5252
2.9 2.31519 0.998827 101.235
3.1 0.940288 6.42577 150.235
3.3 0.49138 65.8471 216.664
3.5 0.116427 257.042 304.711
3.7 -0.00817521 642.109 420.025
3.95 -0.0310936 1431.95 909.16
4.25 -0.015135 1756.78 1324.96
4.55 0 2270.94 1868.46
4.85 -0.0114389 2596.39 2362.45
&
C.32n_ C.ar3_y_CZ 3833.59 2761.71
1.55 16.8892 0 0.00239468
1.65 16.8892 0 0.0165567
1.75 16.8892 0 0.0727097
1.85 16.8892 0 0.239733
1.95 16.8892 0 0.598955
2.05 16.8892 0 1.18788
2.15 16.8892 0 2.01199
2.25 16.8892 0 3.08164
2.35 16.8892 0 4.3985
2.45 16.8892 0 6.02062
2.55 16.8892 0 7.9773
2.65 2.38345 0.0178571 10.223
2.75 2.74717 0.0186702 12.9397
2.9 1.50358 2.72956 35.8641
3.1 1.84822 1.87732 53.2231
3.3 0.774678 34.5726 76.7568
3.5 0 130.684 107.949
3.7 0 259.931 148.801
3.95 0 625.392 322.085
4.25 0 830.647 469.388
4.55 0 915.271 661.935
4.85 0 1032.45 836.937
&
C.32n_ N.41 764.649 1425.43
1.55 14.1712 0 0.00124083
1.65 14.1712 0 0.00855045
1.75 14.1712 0 0.0375333
1.85 14.1712 0 0.123741
1.95 -0.131433 1 0.30915
2.05 14.1712 0 0.613116
2.15 14.1712 0 1.03848
2.25 0 0.0456286 1.59056
2.35 3.06378 0.00144717 2.27025
2.45 0 0.500331 3.10749
2.55 14.1712 0 4.11742
2.65 0.879788 0.836075 5.27651
2.75 0.100435 1.71167 6.6787
2.9 0.59224 2.87731 18.511
3.1 0.349715 11.7575 27.4706
3.3 0.209848 16.9272 39.6174
3.5 0.448444 19.3784 55.7169
3.7 0.116083 43.1401 76.8021
3.95 0.142833 84.8807 166.241
4.25 0.139826 121.894 242.271
4.55 0.167864 178.856 341.652
4.85 0.131981 280.843 431.978
&
C.32n_ N.ar2 1214.1 927.552
1.55 13.5602 0 0.000810921
1.65 13.5602 0 0.00556741
1.75 13.5602 0 0.024427
1.85 13.5602 0 0.0805237
1.95 13.5602 0 0.201172
2.05 13.5602 0 0.398968
2.15 13.5602 0 0.675757
2.25 13.5602 0 1.03501
2.35 0 0.125 1.47729
2.45 13.5602 0 2.0221
2.55 13.5602 0 2.67927
2.65 0.938821 0.125 3.43351
2.75 0 0.418002 4.34594
2.9 0 2.79047 12.0454
3.1 0.71192 3.93047 17.8756
3.3 0.377913 17.6665 25.7797
3.5 0 53.0152 36.2559
3.7 -0.335063 102.467 49.9764
3.95 -0.0931217 225.479 108.176
4.25 0 258.752 157.649
4.55 0 255.404 222.318
4.85 0 293.923 281.095
&
C.32n_ N.ar2_h 3695.77 3659.59
1.55 16.8408 0 0.00316998
1.65 16.8408 0 0.0219364
1.75 16.8408 0 0.0963457
1.85 16.8408 0 0.317671
1.95 16.8408 0 0.793683
2.05 16.8408 0 1.57407
2.15 3.26598 0.000156691 2.66612
2.25 0.494702 0.333333 4.08353
2.35 2.45461 0.000174034 5.82853
2.45 1.35298 0.132051 7.97803
2.55 1.33531 0.0217478 10.5709
2.65 2.9458 0.00892239 13.5467
2.75 1.34117 1.73673 17.1466
2.9 0.676716 5.08691 47.5242
3.1 0.299945 21.5764 70.5269
3.3 0.145647 75.6905 101.712
3.5 0 184.072 143.045
3.7 -0.147307 280.208 197.178
3.95 -0.101571 564.905 426.801
4.25 -0.0857148 706.824 621.995
4.55 0.0269591 826.883 877.142
4.85 0.0159142 1028.29 1109.04
&
C.32n_ N.pl31_nq 2335.78 2505
1.55 15.7415 0 0.00217301
1.65 15.7415 0 0.0150187
1.75 15.7415 0 0.065952
1.85 15.7415 0 0.21745
1.95 1.40612 0.00869565 0.543281
2.05 15.7415 0 1.07746
2.15 0 0.00119332 1.82497
2.25 2.39319 0.00119332 2.79519
2.35 0.432201 0.316667 3.98965
2.45 15.7415 0 5.46098
2.55 1.57515 0.25 7.23578
2.65 0.486808 1.00349 9.27272
2.75 1.0075 0.550204 11.7369
2.9 0.137666 11.6903 32.5304
3.1 0.128526 28.1706 48.2758
3.3 -0.180645 83.4065 69.622
3.5 -0.262389 173.835 97.9147
3.7 -0.326708 243.527 134.969
3.95 -0.165839 372.458 292.146
4.25 -0.0708531 465.064 425.757
4.55 0.0730732 469.399 600.405
4.85 0.176124 486.093 759.141
&
C.32n_ N.pl31_r 2301.19 3392.35
1.55 16.6056 0 0.00293922
1.65 16.6056 0 0.0203352
1.75 16.6056 0 0.0893107
1.85 16.6056 0 0.294474
1.95 16.6056 0 0.735724
2.05 16.6056 0 1.45913
2.15 5.50975 0.000539374 2.47143
2.25 1.42538 0.0322581 3.78533
2.35 16.6056 0 5.4029
2.45 1.70513 0.334935 7.39543
2.55 1.02472 0.0438632 9.79891
2.65 1.07611 0.754757 12.5574
2.75 0.237449 1.80592 15.8945
2.9 0.585658 3.53558 44.0537
3.1 0.265406 20.2461 65.3766
3.3 0 73.9043 94.2843
3.5 0 103.746 132.599
3.7 0 177.184 182.779
3.95 0 314.215 395.633
4.25 0 452.959 576.573
4.55 0.0418349 506.773 813.087
4.85 0.0847324 645.655 1028.05
&
C.32n_ N.pl32_N 10409.9 18785
1.55 21.3887 0 0.0162304
1.65 21.3887 0 0.11256
1.75 21.3887 0 0.494508
1.85 21.3887 0 1.63059
1.95 21.3887 0 4.07399
2.05 21.3887 0 8.07979
2.15 21.3887 0 13.6854
2.25 0.76067 0.25 20.961
2.35 21.3887 0 29.9182
2.45 2.23219 0.501101 40.9518
2.55 2.31297 0.294264 54.2609
2.65 1.70991 1.47268 69.5359
2.75 0.199288 3.87804 88.0147
2.9 0.847376 11.4336 243.945
3.1 0.852477 16.6396 362.02
3.3 0.475773 61.2105 522.094
3.5 0.361736 183.401 734.261
3.7 0.24434 394.612 1012.13
3.95 0.0363301 1230.44 2190.8
4.25 0.0633577 1834.2 3192.75
4.55 0.107108 2718.29 4502.43
4.85 0.0725444 3953.3 5692.79
&
C.32n_ N.pl32_r 741.681 1496.27
1.55 14.2341 0 0.001302
1.65 14.2341 0 0.00897487
1.75 14.2341 0 0.039398
1.85 14.2341 0 0.12989
1.95 14.2341 0 0.324513
2.05 14.2341 0 0.643585
2.15 14.2341 0 1.09008
2.25 14.2341 0 1.66961
2.35 1.78103 0.000156691 2.38307
2.45 2.54709 0.000380005 3.26192
2.55 14.2341 0 4.32203
2.65 0 0.500157 5.53873
2.75 0.930148 0.202718 7.0106
2.9 0.591398 1.08963 19.4309
3.1 0.844061 3.6329 28.8358
3.3 0 10.7792 41.5862
3.5 0.00417027 20.8877 58.4858
3.7 0 44.3992 80.6188
3.95 0 116.031 174.503
4.25 0 114.313 254.31
4.55 0 174.858 358.63
4.85 0 254.986 453.445
&
C.32n_ N.pl33 235.135 624.965
1.55 11.8152 0 0.000549643
1.65 11.8152 0 0.00375446
1.75 11.8152 0 0.0164617
1.85 11.8152 0 0.0542584
1.95 11.8152 0 0.135549
2.05 11.8152 0 0.26882
2.15 11.8152 0 0.455314
2.25 11.8152 0 0.697371
2.35 11.8152 0 0.995372
2.45 0 0.0625 1.36245
2.55 11.8152 0 1.80524
2.65 11.8152 0 2.31343
2.75 2.91812 0.000174034 2.92821
2.9 1.14917 0.5 8.11593
3.1 2.05669 0.125514 12.0442
3.3 1.4712 0.374995 17.3698
3.5 0.577409 3.20053 24.4284
3.7 0 9.00351 33.673
3.95 0 20.5468 72.8866
4.25 0.392729 24.9792 106.221
4.55 0.273392 52.275 149.793
4.85 0 124.066 189.396
&
C.32n_ O.21_O 16796.4 18747
1.55 21.3829 0 0.0161976
1.65 21.3829 0 0.112332
1.75 21.3829 0 0.493508
1.85 21.3829 0 1.62729
1.95 21.3829 0 4.06575
2.05 1.14701 0.00158983 8.06346
2.15 0.219626 0.334902 13.6577
2.25 0.870037 0.0558075 20.9186
2.35 2.94909 0.0733941 29.8578
2.45 0.466095 1.9687 40.869
2.55 0.95154 1.90133 54.1513
2.65 0.724544 6.23218 69.3954
2.75 0.545559 7.80899 87.8368
2.9 0.102891 64.2882 243.452
3.1 0 273.153 361.288
3.3 -0.253671 709.884 521.039
3.5 -0.347842 1177.26 732.777
3.7 -0.2715 1496.79 1010.09
3.95 -0.15841 2561.65 2186.37
4.25 0 2936.52 3186.29
4.55 0.0559251 3486.27 4493.33
4.85 0.0824634 4072.24 5681.28
&
C.32n_ O.21_nq 2273.51 2360.92
1.55 15.5475 0 0.0020486
1.65 15.5475 0 0.0141554
1.75 15.5475 0 0.0621592
1.85 15.5475 0 0.204943
1.95 15.5475 0 0.512034
2.05 15.5475 0 1.01549
2.15 15.5475 0 1.72001
2.25 15.5475 0 2.63442
2.35 0.712544 1.05263 3.76018
2.45 0.302114 0.612304 5.14689
2.55 0.472147 1.44865 6.8196
2.65 0.44682 1.91671 8.73939
2.75 0.902988 1.8326 11.0618
2.9 0.040909 13.1147 30.6594
3.1 -0.135414 52.878 45.4992
3.3 -0.277687 115.403 65.6176
3.5 -0.319306 164.541 92.283
3.7 -0.348139 215.787 127.206
3.95 -0.238245 357.647 275.343
4.25 0 381.561 401.269
4.55 0.0461135 446.901 565.872
4.85 0.0606382 518.817 715.478
&
C.32n_ O.31_st 4180.8 4131.94
1.55 17.1641 0 0.00357784
1.65 17.1641 0 0.0247664
1.75 17.1641 0 0.10878
1.85 17.1641 0 0.358672
1.95 17.1641 0 0.896122
2.05 17.1641 0 1.77724
2.15 17.1641 0 3.01024
2.25 0.3707 1.00017 4.61059
2.35 0.548916 1.00055 6.58082
2.45 3.32151 0.020102 9.00775
2.55 1.89632 1.51049 11.9352
2.65 0.734783 1.80269 15.2951
2.75 0.121408 6.84445 19.3597
2.9 0.117231 28.4553 53.6582
3.1 -0.0255414 86.2548 79.6298
3.3 -0.227571 176.172 114.84
3.5 -0.346657 309.03 161.508
3.7 -0.248459 362.144 222.628
3.95 -0.124253 638.454 481.888
4.25 -0.0622825 747.407 702.276
4.55 0.0423577 840.34 990.355
4.85 0.0694782 980.362 1252.19
&
C.32n_ O.31_y 4515.82 2831.32
1.55 17.3639 0 0.00245478
1.65 17.3639 0 0.0169738
1.75 17.3639 0 0.0745421
1.85 17.3639 0 0.245775
1.95 17.3639 0 0.614052
2.05 0 0.25 1.21782
2.15 0.77304 0.25625 2.06271
2.25 17.3639 0 3.15931
2.35 17.3639 0 4.50937
2.45 0.480668 2.03525 6.17237
2.55 0.636622 2.75126 8.17837
2.65 0.913837 2.52846 10.4807
2.75 0.550683 4.64851 13.2658
2.9 0.50756 19.6688 36.7681
3.1 -0.103684 96.3149 54.5646
3.3 -0.252428 199.759 78.6915
3.5 -0.351718 373.451 110.67
