&
B C.23_C 58.6425 167.799
1.55 1.9403 0 0.000183547
1.65 1.9403 0 0.000761841
1.75 1.9403 0 0.00219665
1.85 1.9403 0 0.00584737
1.95 1.9403 0 0.0133904
2.05 1.9403 0 0.0233378
2.15 1.9403 0 0.0333808
2.25 1.9403 0 0.0479776
2.35 1.9403 0 0.0650276
2.45 1.9403 0 0.0881113
2.55 1.9403 0 0.107011
2.65 0.194212 0.0175439 0.138633
2.75 0.096975 0.00877193 0.162504
2.9 0.0848969 0.0350877 0.415146
3.1 0 0.517544 0.575927
3.3 0 0.506579 0.75139
3.5 0.150747 0.528509 0.979699
3.7 -0.608466 3.18421 1.2189
3.95 -0.361668 5.23058 2.64619
4.25 0.316229 1.16917 2.8562
4.55 0.222706 0.908772 2.56284
4.85 -0.591272 6.025 2.83551
&
C.11 C.33 22.7707 23.4874
1.55 2.63594 0 0.000272471
1.65 2.63594 0 0.00114708
1.75 2.63594 0 0.00331706
1.85 2.63594 0 0.0088384
1.95 2.63594 0 0.0202464
2.05 2.63594 0 0.0352908
2.15 2.63594 0 0.0504797
2.25 2.63594 0 0.0725558
2.35 2.63594 0 0.0983421
2.45 2.63594 0 0.133254
2.55 2.63594 0 0.161838
2.65 2.63594 0 0.209663
2.75 2.63594 0 0.245764
2.9 2.63594 0 0.627858
3.1 2.63594 0 0.871021
3.3 2.63594 0 1.13639
3.5 1.27118 0.333333 1.48168
3.7 -0.20085 4.33333 1.84344
3.95 0.130093 3.47619 4.00207
4.25 -0.0719207 4.66667 4.31969
4.55 -0.228273 6.27663 3.87602
4.85 0.0731115 3.68452 4.28839
&
C.11 C.33_CA 79.5011 74.7329
1.55 6.22147 0 0.000845141
1.65 6.22147 0 0.003628
1.75 6.22147 0 0.0105325
1.85 6.22147 0 0.0281005
1.95 6.22147 0 0.0643988
2.05 6.22147 0 0.112268
2.15 6.22147 0 0.160596
2.25 6.22147 0 0.230839
2.35 6.22147 0 0.312887
2.45 6.22147 0 0.42397
2.55 6.22147 0 0.514919
2.65 6.22147 0 0.667091
2.75 6.22147 0 0.78196
2.9 6.22147 0 1.99772
3.1 6.22147 0 2.77143
3.3 0.860067 1.14286 3.61579
3.5 0.672673 2 4.71445
3.7 0.413283 2.125 5.86551
3.95 0 9.89568 12.7339
4.25 -0.151482 15.997 13.7445
4.55 -0.451631 25.7576 12.3328
4.85 -0.227315 22.5829 13.6449
&
C.11 C.ar2 155.906 105.685
1.55 8.24017 0 0.00119103
1.65 8.24017 0 0.00512646
1.75 8.24017 0 0.0148906
1.85 8.24017 0 0.0397347
1.95 8.24017 0 0.0910666
2.05 8.24017 0 0.158761
2.15 8.24017 0 0.227106
2.25 8.24017 0 0.326441
2.35 8.24017 0 0.44247
2.45 8.24017 0 0.59956
2.55 8.24017 0 0.728178
2.65 1.57017 0.00877193 0.943375
2.75 0.781526 0.5 1.10582
2.9 0.857992 1.15163 2.82511
3.1 2.2106 0.125 3.91926
3.3 -0.106301 8.21917 5.11332
3.5 -0.0979189 9.57663 6.66703
3.7 -0.278784 16.1978 8.29482
3.95 -0.203431 25.6285 18.0079
4.25 -0.172005 32.8353 19.437
4.55 -0.138242 27.9229 17.4407
4.85 -0.206295 33.7407 19.2962
&
C.11 C.ar2_h 5.29386 15.2553
1.55 1.51517 0 0.000180478
1.65 1.51517 0 0.000748544
1.75 1.51517 0 0.00215797
1.85 1.51517 0 0.00574413
1.95 1.51517 0 0.0131537
2.05 1.51517 0 0.0229252
2.15 1.51517 0 0.0327906
2.25 1.51517 0 0.0471293
2.35 1.51517 0 0.0638777
2.45 1.51517 0 0.0865532
2.55 1.51517 0 0.105119
2.65 1.51517 0 0.136182
2.75 1.51517 0 0.15963
2.9 1.51517 0 0.407804
3.1 1.51517 0 0.565741
3.3 0.385429 0.25 0.738101
3.5 1.51517 0 0.962373
3.7 1.51517 0 1.19734
3.95 0.243399 1.00877 2.59939
4.25 0.253359 1.50877 2.80568
4.55 0 1.51754 2.51752
4.85 0.38586 1.00877 2.78536
&
C.11 C.ar3 25.5828 31.1971
1.55 3.44559 0 0.000358628
1.65 3.44559 0 0.00152033
1.75 3.44559 0 0.00440262
1.85 3.44559 0 0.0117363
1.95 3.44559 0 0.026889
2.05 3.44559 0 0.0468717
2.15 3.44559 0 0.0670464
2.25 3.44559 0 0.0963692
2.35 3.44559 0 0.13062
2.45 3.44559 0 0.176991
2.55 3.44559 0 0.214958
2.65 3.44559 0 0.278482
2.75 3.44559 0 0.326434
2.9 3.44559 0 0.833951
3.1 0.407354 0.517544 1.15693
3.3 3.44559 0 1.50941
3.5 0 1.64254 1.96805
3.7 1.39251 0.36886 2.44855
3.95 0.0625355 4.98289 5.31575
4.25 0 5.46084 5.73763
4.55 0 6.21579 5.14833
4.85 0 6.3943 5.69606
&
C.11 C.ar3_y_CZ 20.6263 11.0521
1.55 2.27984 0 0.000133507
1.65 2.27984 0 0.000545058
1.75 2.27984 0 0.00156616
1.85 2.27984 0 0.00416425
1.95 2.27984 0 0.00953233
2.05 2.27984 0 0.0166115
2.15 2.27984 0 0.0237588
2.25 2.27984 0 0.0341468
2.35 2.27984 0 0.0462807
2.45 2.27984 0 0.0627085
2.55 2.27984 0 0.0761589
2.65 2.27984 0 0.0986633
2.75 2.27984 0 0.115651
2.9 2.27984 0 0.295447
3.1 0 0.125 0.409869
3.3 0.650109 0.25 0.53474
3.5 -0.497623 2.375 0.69722
3.7 -0.184942 1.875 0.867447
3.95 -0.471289 4.975 1.8832
4.25 -0.332915 6.1 2.03266
4.55 -0.323529 2.6 1.82389
4.85 0 2.32632 2.01793
&
C.11 N.41 3.64286 5.70444
1.55 0.170269 0 7.37472e-05
1.65 0.170269 0 0.000286166
1.75 0.170269 0 0.000813197
1.85 0.170269 0 0.00215418
1.95 0.170269 0 0.00492487
2.05 0.170269 0 0.00857874
2.15 0.170269 0 0.0122677
2.25 0.170269 0 0.0176294
2.35 0.170269 0 0.0238922
2.45 -0.426559 0.142857 0.0323713
2.55 0.170269 0 0.0393136
2.65 0.170269 0 0.050929
2.75 0.170269 0 0.0596971
2.9 0.170269 0 0.152497
3.1 0.170269 0 0.211555
3.3 0.170269 0 0.276006
3.5 -0.245684 1 0.359869
3.7 0.170269 0 0.44773
3.95 0.170269 0 0.972001
4.25 0.0394252 0.5 1.04914
4.55 -0.16217 2 0.941388
4.85 0.170269 0 1.04154
&
C.11 N.ar2 2.50877 3.71197
1.55 0.0498807 0 5.14813e-05
1.65 0.0498807 0 0.000189705
1.75 0.0498807 0 0.000532653
1.85 0.0498807 0 0.00140525
1.95 0.0498807 0 0.00320818
2.05 0.0498807 0 0.00558582
2.15 0.0498807 0 0.00798629
2.25 0.0498807 0 0.0114752
2.35 0.0498807 0 0.0155505
2.45 0.0498807 0 0.021068
2.55 0.0498807 0 0.0255855
2.65 0.0498807 0 0.0331438
2.75 0.0498807 0 0.0388494
2.9 0.0498807 0 0.099236
3.1 0.0498807 0 0.137666
3.3 0.038638 0.00877193 0.179605
3.5 -0.0511199 0.5 0.234176
3.7 0.0498807 0 0.291349
3.95 0.0102454 0.5 0.6325
4.25 0.0498807 0 0.682697
4.55 0 1 0.61258
4.85 0.0128434 0.5 0.677752
&
C.11 N.ar2_h 5.03509 14.6453
1.55 1.42097 0 0.000173662
1.65 1.42097 0 0.000719015
1.75 1.42097 0 0.00207209
1.85 1.42097 0 0.00551487
1.95 1.42097 0 0.0126282
2.05 1.42097 0 0.022009
2.15 1.42097 0 0.0314799
2.25 1.42097 0 0.0452453
2.35 1.42097 0 0.0613242
2.45 1.42097 0 0.083093
2.55 1.42097 0 0.100916
2.65 1.42097 0 0.130737
2.75 1.42097 0 0.153248
2.9 1.42097 0 0.391499
3.1 1.42097 0 0.543122
3.3 1.42097 0 0.70859
3.5 0.529409 0.25 0.923895
3.7 1.42097 0 1.14947
3.95 0 2 2.49546
4.25 0.955158 0.508772 2.69351
4.55 0.167539 1.26754 2.41686
4.85 0.639359 1.00877 2.67399
&
C.11 N.pl31_nq 6.96303 10.0248
1.55 0.696857 0 0.000122027
1.65 0.696857 0 0.000495323
1.75 0.696857 0 0.00142151
1.85 0.696857 0 0.0037781
1.95 0.696857 0 0.0086472
2.05 0.696857 0 0.0150684
2.15 0.696857 0 0.0215512
2.25 0 0.00877193 0.0309737
2.35 0.696857 0 0.0419797
2.45 0.696857 0 0.0568805
2.55 0.696857 0 0.0690806
2.65 0.421533 0.00877193 0.0894931
2.75 0.696857 0 0.104902
2.9 -0.656449 1.02632 0.267985
3.1 0.505873 0.0263158 0.371771
3.3 0.206499 0.105263 0.485035
3.5 0.13089 0.175439 0.632412
3.7 -0.327684 1.39474 0.786816
3.95 -0.0987462 2.0614 1.70815
4.25 0.0958645 0.677945 1.84372
4.55 0.0524681 0.66886 1.65435
4.85 0.24873 0.809211 1.83036
&
C.11 N.pl31_r 16.3333 13.5759
1.55 1.67845 0 0.00016171
1.65 1.67845 0 0.000667239
1.75 1.67845 0 0.00192151
1.85 1.67845 0 0.00511287
1.95 1.67845 0 0.0117068
2.05 1.67845 0 0.0204025
2.15 1.67845 0 0.0291818
2.25 1.67845 0 0.041942
2.35 1.67845 0 0.0568466
2.45 1.67845 0 0.0770258
2.55 1.67845 0 0.0935475
2.65 1.67845 0 0.121191
2.75 1.67845 0 0.142058
2.9 1.67845 0 0.36291
3.1 1.67845 0 0.503461
3.3 -0.325931 2.66667 0.656845
3.5 0 1.16667 0.856428
3.7 0 1.16667 1.06553
3.95 0.500889 0.833333 2.31323
4.25 -0.00103793 2.5 2.49681
4.55 -0.0331923 2.33333 2.24037
4.85 -0.4508 5.66667 2.47872
&
C.11 N.pl32_N 68.8838 75.1756
1.55 6.054 0 0.000850088
1.65 6.054 0 0.00364943
1.75 6.054 0 0.0105949
1.85 6.054 0 0.0282669
1.95 6.054 0 0.0647802
2.05 6.054 0 0.112933
2.15 6.054 0 0.161547
2.25 6.054 0 0.232206
2.35 6.054 0 0.31474
2.45 6.054 0 0.426481
2.55 6.054 0 0.517969
2.65 6.054 0 0.671043
2.75 6.054 0 0.786592
2.9 0.535663 1 2.00955
3.1 1.65953 0.125 2.78784
3.3 0.164739 2 3.6372
3.5 -0.388195 8.25877 4.74238
3.7 -0.208518 7.51754 5.90026
3.95 0.204558 8.41078 12.8093
4.25 0.391608 8.29518 13.8259
4.55 -0.011039 13.5419 12.4059
4.85 -0.306516 19.7347 13.7258
&
C.11 N.pl32_r 9.66667 5.98793
1.55 0.643579 0 7.69151e-05
1.65 0.643579 0 0.00029989
1.75 0.643579 0 0.000853112
1.85 0.643579 0 0.00226073
1.95 0.643579 0 0.00516911
2.05 0.643579 0 0.00900457
2.15 0.643579 0 0.0128769
2.25 0.643579 0 0.018505
2.35 0.643579 0 0.0250791
2.45 0.643579 0 0.0339795
2.55 0.643579 0 0.0412668
2.65 0.643579 0 0.0534595
2.75 0.643579 0 0.0626633
2.9 0.643579 0 0.160075
3.1 0.643579 0 0.222068
3.3 0.643579 0 0.289722
3.5 0.643579 0 0.377752
3.7 -0.355989 2.16667 0.46998
3.95 -0.334508 3.66667 1.0203
4.25 -0.470259 2.83333 1.10128
4.55 -0.0056655 1 0.98817
4.85 0.643579 0 1.0933
&
C.11 O.21_O 64.5428 75.0236
1.55 6.04795 0 0.00084839
1.65 6.04795 0 0.00364207
1.75 6.04795 0 0.0105735
1.85 6.04795 0 0.0282098
1.95 6.04795 0 0.0646493
2.05 6.04795 0 0.112704
2.15 6.04795 0 0.161221
2.25 6.04795 0 0.231737
2.35 6.04795 0 0.314104
2.45 0.814557 0.0263158 0.425619
2.55 6.04795 0 0.516922
2.65 1.29476 0.00877193 0.669686
2.75 1.29141 0.0175439 0.785002
2.9 -0.113678 2.34211 2.00549
3.1 -0.205263 5.52224 2.78221
3.3 0 3.66159 3.62985
3.5 0.273474 2.97224 4.73279
3.7 0.20269 3.52444 5.88833
3.95 0.141434 7.82957 12.7834
4.25 0.198543 9.42763 13.798
4.55 0 12.797 12.3808
4.85 -0.0729807 16.4133 13.698
&
C.11 O.21_nq 3.43891 9.44818
1.55 0.611615 0 0.000115583
1.65 0.611615 0 0.000467409
1.75 0.611615 0 0.00134032
1.85 0.611615 0 0.00356137
1.95 0.611615 0 0.00815041
2.05 0.611615 0 0.0142023
2.15 0.611615 0 0.0203123
2.25 0.611615 0 0.0291928
2.35 0.611615 0 0.0395657
2.45 0.611615 0 0.0536095
2.55 0.611615 0 0.0651078
2.65 0.611615 0 0.0843464
2.75 0.430798 0.00877193 0.0988688
2.9 -0.427613 0.675439 0.252572
3.1 -0.0454079 0.385965 0.350389
3.3 0.0732377 0.157895 0.457138
3.5 0 0.307018 0.596038
3.7 0.0788713 0.236842 0.741562
3.95 0.361085 0.221805 1.6099
4.25 0.573656 0.0175439 1.73767
4.55 0.380027 0.16886 1.5592
4.85 0.0907756 1.25877 1.72508
&
C.11 O.31_st 4.00877 16.5356
1.55 1.70859 0 0.000194786
1.65 1.70859 0 0.000810528
1.75 1.70859 0 0.00233825
1.85 1.70859 0 0.00622539
1.95 1.70859 0 0.0142568
2.05 1.70859 0 0.0248484
2.15 1.70859 0 0.0355418
2.25 1.70859 0 0.0510839
2.35 1.70859 0 0.069238
2.45 1.70859 0 0.0938165
2.55 1.70859 0 0.11394
2.65 1.70859 0 0.14761
2.75 1.70859 0 0.173027
2.9 1.70859 0 0.442029
3.1 1.70859 0 0.613221
3.3 1.70859 0 0.800047
3.5 0.0344534 1 1.04314
3.7 1.70859 0 1.29783
3.95 0.520221 1.00877 2.81755
4.25 1.70859 0 3.04116
4.55 0.00951026 1 2.72881
4.85 0.628315 1 3.01913
&
C.11 O.31_y 19.1101 11.3307
1.55 2.07678 0 0.00013662
1.65 2.07678 0 0.000558545
1.75 2.07678 0 0.00160538
1.85 2.07678 0 0.00426896
1.95 2.07678 0 0.00977234
2.05 2.07678 0 0.01703
2.15 2.07678 0 0.0243574
2.25 2.07678 0 0.0350073
2.35 2.07678 0 0.047447
2.45 2.07678 0 0.0642889
2.55 2.07678 0 0.0780782
2.65 -0.827305 0.25 0.10115
2.75 -0.531662 0.375 0.118566
2.9 0.717958 0.125 0.302894
3.1 -0.0697482 2.125 0.4202
3.3 -0.357232 2.125 0.548218
3.5 -0.324651 1.5 0.714793
3.7 2.07678 0 0.889312
3.95 0 2 1.93067
4.25 -0.118779 2.60132 2.08389
4.55 -0.0276571 2.21711 1.86986
4.85 0 5.79167 2.06879
&
C.11 O.co21 16.9559 32.4284
1.55 3.55821 0 0.000372388
1.65 3.55821 0 0.00157994
1.75 3.55821 0 0.00457598
1.85 3.55821 0 0.0121991
1.95 3.55821 0 0.0279498
2.05 3.55821 0 0.0487213
2.15 3.55821 0 0.0696922
2.25 3.55821 0 0.100172
2.35 3.55821 0 0.135775
2.45 3.55821 0 0.183976
2.55 3.55821 0 0.223441
2.65 3.55821 0 0.289473
2.75 3.55821 0 0.339317
2.9 1.05013 0.00877193 0.866864
3.1 3.55821 0 1.20259
3.3 0.110522 1.4 1.56898
3.5 0.686394 1 2.04572
3.7 0.71359 1.20877 2.54519
3.95 1.25765 1 5.52555
4.25 0.895082 2.33333 5.96408
4.55 0.730063 1.82957 5.35152
4.85 -0.0936243 8.17544 5.92087
&
C.11 S.31 3.16917 4.098
1.55 0.0665546 0 5.57952e-05
1.65 0.0665546 0 0.000208394
1.75 0.0665546 0 0.000587006
1.85 0.0665546 0 0.00155035
1.95 0.0665546 0 0.00354078
2.05 0.0665546 0 0.00616567
2.15 0.0665546 0 0.00881578
2.25 0.0665546 0 0.0126676
2.35 0.0665546 0 0.0171667
2.45 0.0665546 0 0.0232579
2.55 0.0665546 0 0.0282452
2.65 0.0665546 0 0.0365896
2.75 0.0665546 0 0.0428884
2.9 0.0665546 0 0.109555
3.1 0.0665546 0 0.151981
3.3 0.0665546 0 0.198282
3.5 0.0665546 0 0.258528
3.7 0.0665546 0 0.321646
3.95 0.0665546 0 0.698276
4.25 -0.0623939 2 0.753693
4.55 0.0647717 0.0175439 0.676284
4.85 -0.0341251 1.15163 0.748233
&
C.11 S.32 5.75 5.9282
1.55 0.189244 0 7.62477e-05
1.65 0.189244 0 0.000296998
1.75 0.189244 0 0.000844702
1.85 0.189244 0 0.00223829
1.95 0.189244 0 0.00511765
2.05 0.189244 0 0.00891486
2.15 0.189244 0 0.0127485
2.25 0.189244 0 0.0183206
2.35 0.189244 0 0.024829
2.45 0.189244 0 0.0336407
2.55 0.189244 0 0.0408553
2.65 0.189244 0 0.0529264
2.75 0.189244 0 0.0620384
2.9 0.189244 0 0.158479
3.1 0 0.25 0.219853
3.3 0.189244 0 0.286832
3.5 0 0.45 0.373984
3.7 0.024492 0.4 0.465292
3.95 0.189244 0 1.01013
4.25 -0.0364436 1.325 1.0903
4.55 0 0.75 0.978314
4.85 -0.160619 2.575 1.0824
&
C.11 c.33 21.8024 14.2
1.55 2.43039 0 0.000168685
1.65 2.43039 0 0.000697457
1.75 2.43039 0 0.00200939
1.85 2.43039 0 0.00534749
1.95 2.43039 0 0.0122445
2.05 2.43039 0 0.0213401
2.15 2.43039 0 0.030523
2.25 2.43039 0 0.0438699
2.35 2.43039 0 0.0594598
2.45 2.43039 0 0.0805667
2.55 2.43039 0 0.097848
2.65 2.43039 0 0.126762
2.75 2.43039 0 0.148589
2.9 2.43039 0 0.379595
3.1 2.43039 0 0.526608
3.3 2.43039 0 0.687045
3.5 0.319917 0.142857 0.895803
3.7 0.323731 0.5 1.11452
3.95 0.0256951 1.7 2.41958
4.25 0 2.525 2.61161
4.55 -0.26736 3.13095 2.34337
4.85 -1.03049 13.8036 2.59269
&
C.12 C.23_C 630.448 786.998
1.55 13.0968 0 0.000500162
1.65 13.0968 0 0.00240755
1.75 13.0968 0 0.00523613
1.85 13.0968 0 0.0113251
1.95 13.0968 0 0.0187455
2.05 13.0968 0 0.0296734
2.15 13.0968 0 0.0466447
2.25 13.0968 0 0.0674104
2.35 13.0968 0 0.107169
2.45 13.0968 0 0.217517
2.55 13.0968 0 0.425127
2.65 13.0968 0 0.884037
2.75 13.0968 0 1.56982
2.9 13.0968 0 6.22015
3.1 13.0968 0 11.8672
3.3 0.506511 3.07592 19.9111
3.5 0.352316 17.5408 30.5767
3.7 0.501327 23.1145 44.6028
3.95 0.0238524 71.3696 97.4858
4.25 0.133953 106.763 142.847
4.55 0 179.612 182.326
4.85 0 228.972 247.776
&
C.12 C.23_de 115.014 155.473
1.55 8.23183 0 0.000106833
1.65 8.23183 0 0.000483641
1.75 8.23183 0 0.00104243
1.85 8.23183 0 0.00224533
1.95 8.23183 0 0.00371125
2.05 8.23183 0 0.00587008
2.15 8.23183 0 0.00922279
2.25 8.23183 0 0.0133251
2.35 8.23183 0 0.0211795
2.45 8.23183 0 0.0429791
2.55 8.23183 0 0.0839929
2.65 8.23183 0 0.174652
2.75 8.23183 0 0.310129
2.9 8.23183 0 1.22881
3.1 0.301388 0.166667 2.34441
3.3 0.0508304 0.657407 3.9335
3.5 0 3.2037 6.0405
3.7 -0.651165 16.9004 8.81139
3.95 -0.182927 23.1253 19.2586
4.25 0 21.826 28.2198
4.55 0 26.3746 36.0189
4.85 0.264445 22.7594 48.9488
&
C.12 C.23_nq 63.6866 96.3001
1.55 6.79569 0 6.99781e-05
1.65 6.79569 0 0.000303373
1.75 6.79569 0 0.000649489
1.85 6.79569 0 0.00139456
1.95 6.79569 0 0.00230255
2.05 6.79569 0 0.00363973
2.15 6.79569 0 0.00571639
2.25 6.79569 0 0.00825737
2.35 6.79569 0 0.0131224
2.45 6.79569 0 0.026625
2.55 6.79569 0 0.052029
2.65 6.79569 0 0.108183
2.75 6.79569 0 0.192098
2.9 6.79569 0 0.76113
3.1 0.64882 0.0833333 1.45213
3.3 0.595743 1 2.43641
3.5 0.229669 2.09007 3.74149
3.7 0 4.84645 5.45778
3.95 0.0528683 11.2906 11.9287
4.25 0.0258846 13.8575 17.4793
4.55 0.00582339 13.5941 22.3101
4.85 0.162769 16.9246 30.3189
&
C.12 C.23_r 68.9258 67.7317
1.55 5.79432 0 5.2185e-05
1.65 5.79432 0 0.000216341
1.75 5.79432 0 0.000459778
1.85 5.79432 0 0.000983817
1.95 5.79432 0 0.00162244
2.05 5.79432 0 0.00256293
2.15 5.79432 0 0.00402354
2.25 5.79432 0 0.00581071
2.35 5.79432 0 0.00923245
2.45 5.79432 0 0.0187294
2.55 5.79432 0 0.036597
2.65 5.79432 0 0.0760923
2.75 5.79432 0 0.135113
2.9 5.79432 0 0.535336
3.1 5.79432 0 1.02134
3.3 0 1.16667 1.71363
3.5 0.255185 2.03704 2.63154
3.7 -0.126572 7.28161 3.83867
3.95 0.157398 5.70474 8.38996
4.25 0 16.4193 12.2939
4.55 0.0214123 15.3581 15.6916
4.85 0 20.9584 21.3245
&
C.12 C.31 1267.29 917.518
1.55 14.526 0 0.000581453
1.65 14.526 0 0.00280517
1.75 14.526 0 0.00610285
1.85 14.526 0 0.0132017
1.95 14.526 0 0.0218527
2.05 14.526 0 0.034593
2.15 14.526 0 0.0543788
2.25 14.526 0 0.0785885
2.35 14.526 0 0.124941
2.45 14.526 0 0.25359
2.55 14.526 0 0.495631
2.65 14.526 0 1.03065
2.75 14.526 0 1.83016
2.9 1.52037 0.325 7.25173
3.1 0.612665 2.62544 13.8354
3.3 0.382989 14.2642 23.2133
3.5 -0.255387 59.1199 35.6477
3.7 -0.278069 120.034 51.9999
3.95 -0.342178 251.046 113.653
4.25 -0.155292 243.086 166.538
4.55 -0.158726 273.142 212.564
4.85 -0.0499025 303.65 288.869
&
C.12 C.32 1391.93 1179.75
1.55 14.8074 0 0.00074478
1.65 14.8074 0 0.00360406
1.75 14.8074 0 0.00784426
1.85 14.8074 0 0.016972
1.95 14.8074 0 0.0280956
2.05 14.8074 0 0.0444771
2.15 14.8074 0 0.069918
2.25 14.8074 0 0.101047
2.35 14.8074 0 0.160647
2.45 14.8074 0 0.326066
2.55 14.8074 0 0.637285
2.65 14.8074 0 1.32522
2.75 14.8074 0 2.35324
2.9 0.412345 4.14152 9.32435
3.1 0.0750699 16.5031 17.7897
3.3 0.23995 21.7504 29.8479
3.5 0.0870455 42.015 45.8361
3.7 -0.0933704 105.378 66.8621
3.95 -0.296519 281.649 146.137
4.25 -0.159126 291.544 214.136
4.55 -0.0728338 316.956 273.316
4.85 0.0785472 311.994 371.43
&
C.12 C.32_g_CA 158.061 150.828
1.55 8.28134 0 0.00010394
1.65 8.28134 0 0.000469491
1.75 8.28134 0 0.00101159
1.85 8.28134 0 0.00217854
1.95 8.28134 0 0.00360067
2.05 8.28134 0 0.005695
2.15 8.28134 0 0.00894754
2.25 8.28134 0 0.0129273
2.35 8.28134 0 0.020547
2.45 8.28134 0 0.0416953
2.55 8.28134 0 0.0814838
2.65 8.28134 0 0.169434
2.75 8.28134 0 0.300864
2.9 8.28134 0 1.1921
3.1 0.178549 1 2.27437
3.3 0.965837 0.291667 3.81598
3.5 -0.37814 10.2235 5.86003
3.7 -0.50139 19.6318 8.54814
3.95 -0.536132 36.4025 18.6832
4.25 -0.198345 33.3842 27.3767
4.55 0 28.3698 34.9428
4.85 0.0685904 28.7574 47.4864
&
C.12 C.33 217.468 228.112
1.55 9.38172 0 0.000152074
1.65 9.38172 0 0.00070493
1.75 9.38172 0 0.00152479
1.85 9.38172 0 0.00328969
1.95 9.38172 0 0.0054405
2.05 9.38172 0 0.00860795
2.15 9.38172 0 0.0135271
2.25 9.38172 0 0.019546
2.35 9.38172 0 0.03107
2.45 9.38172 0 0.0630546
2.55 9.38172 0 0.12323
2.65 9.38172 0 0.256245
2.75 9.38172 0 0.455019
2.9 9.38172 0 1.80292
3.1 9.38172 0 3.43973
3.3 1.74909 1 5.77125
3.5 1.16747 1.5 8.86266
3.7 0.873822 3.65605 12.9281
3.95 0.0131742 27.8864 28.2563
4.25 0.00360122 41.2554 41.4043
4.55 0 58.0816 52.8472
4.85 -0.119686 84.0887 71.818
&
C.12 C.33_CA 651.336 725.814
1.55 12.854 0 0.000462055
1.65 12.854 0 0.00222115
1.75 12.854 0 0.00482982
1.85 12.854 0 0.0104454
1.95 12.854 0 0.017289
2.05 12.854 0 0.0273673
2.15 12.854 0 0.0430191
2.25 12.854 0 0.0621704
2.35 12.854 0 0.0988378
2.45 12.854 0 0.200607
2.55 12.854 0 0.392077
2.65 12.854 0 0.815309
2.75 12.854 0 1.44777
2.9 12.854 0 5.73657
3.1 2.44108 0.0440228 10.9446
3.3 1.50649 2.02763 18.3631
3.5 0.106475 11.9316 28.1995
3.7 0 31.9878 41.1352
3.95 0.0271421 64.5032 89.9068
4.25 -0.0514047 138.691 131.742
4.55 0.0052012 167.279 168.151
4.85 -0.0135719 234.872 228.513
&
C.12 C.ar2 1355.37 1026.42
1.55 14.7275 0 0.000649281
1.65 14.7275 0 0.00313694
1.75 14.7275 0 0.00682604
1.85 14.7275 0 0.0147675
1.95 14.7275 0 0.0244453
2.05 14.7275 0 0.0386978
2.15 14.7275 0 0.0608321
2.25 14.7275 0 0.0879153
2.35 14.7275 0 0.139769
2.45 14.7275 0 0.283689
2.55 14.7275 0 0.554458
2.65 14.7275 0 1.15298
2.75 14.7275 0 2.04739
2.9 0 2.55088 8.11247
3.1 0.603674 2.02326 15.4776
3.3 0 17.2868 25.9686
3.5 0 50.5674 39.8789
3.7 -0.274052 113.045 58.1721
3.95 -0.136097 218.118 127.143
4.25 -0.164074 276.536 186.305
4.55 -0.1008 325.423 237.794
4.85 0 349.816 323.156
&
C.12 C.ar2_h 148.995 148.161
1.55 8.10419 0 0.000102278
1.65 8.10419 0 0.000461364
1.75 8.10419 0 0.000993874
1.85 8.10419 0 0.00214019
1.95 8.10419 0 0.00353716
2.05 8.10419 0 0.00559446
2.15 8.10419 0 0.00878948
2.25 8.10419 0 0.0126989
2.35 8.10419 0 0.0201838
2.45 8.10419 0 0.0409581
2.55 8.10419 0 0.0800429
2.65 8.10419 0 0.166438
2.75 -1.01961 1 0.295543
2.9 8.10419 0 1.17102
3.1 0.829045 0.974747 2.23415
3.3 0 4.50321 3.74849
3.5 0 7.36442 5.7564
3.7 -0.0649111 10.5534 8.39696
3.95 -0.483938 36.441 18.3527
4.25 -0.160412 31.5731 26.8925
4.55 0.00522937 24.9401 34.3248
4.85 0 31.6451 46.6465
&
C.12 C.ar3 353.571 302.99
1.55 10.6964 0 0.00019871
1.65 10.6964 0 0.000933042
1.75 10.6964 0 0.00202203
1.85 10.6964 0 0.00436625
1.95 10.6964 0 0.00722307
2.05 10.6964 0 0.0114302
2.15 10.6964 0 0.0179641
2.25 10.6964 0 0.0259588
2.35 10.6964 0 0.0412655
2.45 10.6964 0 0.0837491
2.55 10.6964 0 0.163678
2.65 10.6964 0 0.340355
2.75 10.6964 0 0.604377
2.9 10.6964 0 2.39473
3.1 2.26355 0.125 4.56883
3.3 2.19022 0.162037 7.66567
3.5 0.558353 4.92481 11.7718
3.7 -0.0435978 19.3098 17.1718
3.95 -0.0101409 54.007 37.5315
4.25 0 76.7489 54.9953
4.55 -0.0085564 87.2012 70.1944
4.85 0 111.092 95.3924
&
C.12 C.ar3_y_CZ 134.818 107.339
1.55 7.80434 0 7.68535e-05
1.65 7.80434 0 0.000337003
1.75 7.80434 0 0.000722794
1.85 7.80434 0 0.00155328
1.95 7.80434 0 0.00256535
2.05 7.80434 0 0.00405581
2.15 7.80434 0 0.00637053
2.25 7.80434 0 0.00920278
2.35 7.80434 0 0.0146254
2.45 7.80434 0 0.029676
2.55 7.80434 0 0.057992
2.65 7.80434 0 0.120583
2.75 7.80434 0 0.214117
2.9 1.56615 0.125 0.848379
3.1 1.36577 0.125 1.61859
3.3 0 3.125 2.7157
3.5 0.716083 2.03704 4.17038
